# VietSentiWordNet v1.0.0 (1 June 2011)
# Copyright 2010 ISTI-CNR.
# All right reserved.
#
# VietSentiWordNet is distributed under the GNU publish licence
# http://www.gnu.org/licenses/gpl.html
#
# For any information about VietSentiWordNet:
# Web: https://sourceforge.net/projects/vietsentiwordne/
# -------
#
# Data format.
#
# VietSentiWordNet v1.0 is based on SentiWordNet version 3.0.
# SentiWordNet website: http://sentiwordnet.isti.cnr.it/
# The values PosScore and NegScore are the positivity and negativity
# score assigned by SentiWordNet to the synset.
# The objectivity score can be calculated as:
# ObjScore = 1 - (PosScore + NegScore)
# SynsetTerms column reports the terms, with sense number, belonging
# to the synset (separated by spaces).
# POS	ID	PosScore	NegScore	SynsetTerms	Gloss
a	01307850	0.5	0	am_hiểu#2 biết#3	hiểu biết thông tin đầy đủ, "một nhà sưu tập sách hiếm hiểu biết", "ngạc nhiên về sự hiểu biết về những gì đang xảy ra"
a	01302811	0	0.625	truyền_nhiễm#2	dễ lây lan, "sợ hãi là sự truyền nhiễm; trẻ em bắt chước nó từ người lớn tuổi" Bertrand Russell
a	01301624	0.625	0	công_nghiệp#2	có ngành_công_nghiệp rất phát_triển , " cuộc cách_mạng công_nghiệp " , " một quốc_gia_công_nghiệp "
a	01317954	0	0.625	thương#1	bị hại; "thương binh", "thương cảm"
a	01323207	0.625	0	đề_cao#1 cao_cả#2	chăm sóc để tôn cao, "một bài điếu văn được đề cao", "tư tưởng cao cả"
a	01475831	0.5	0.125	nam_tính#1 tánh chất đàn_ông#1 dũng_cảm#1	sở hữu phẩm chất phù hợp của một người đàn ông; "anh ta thật là nam tính"
a	01474513	0.625	0	quản_lý#1	có khả năng được quản lý hoặc kiểm soát; "phải quản lý ra trò chứ!"
a	01471954	0	0.75	vị thành_niên#1 chưa trưởng_thành#1 thứ#5	chưa đủ tuổi pháp luật; "tuổi vị thành niên"
a	01470913	0	0.625	không nhiễm_từ#1	không có khả_năng bị từ_hoá; "nhôm không nhiễm từ được"
a	01174565	0	0.625	sưng#2 sưng lên#2 sưng phù#1 sưng_húp#2 ỏng#1	phình lên bất thường đặc biệt là bởi chất lỏng hoặc khí; "lũ trẻ đói với những cái bụng ỏng", "ông ta có một cái bụng ỏng thô thiển"; "mí mắt căng phồng (hoặc sưng húp)"," bàn tay sưng lên ","  mô sưng phù "," béo ú "
a	01175298	0	0.75	bị nhọt#1 có nhọt#1	bị đau vì mụn nhọt; "ăn nhiều mật ong sẽ bị nhọt"
a	01175427	0	0.5	bị sâu#1	 (răng) bị ảnh hưởng bởi sâu răng hoặc sâu răng; "răng bị sâu rất đau"
a	01197634	0.625	0	cánh_tay_phải#3	hữu ích và đáng tin cậy, "cánh tay phải của tôi"
a	01204443	0	0.625	không xếp_hạng#1 không có thứ_tự#2 không phân_cấp#2	không xếp theo thứ tự thứ bậc; "họ xếp hàng không có thứ tự nào cả"
a	01221290	0	0.5	tương_tự#2	tương ứng với chức năng nhưng không có nguồn gốc tiến hóa, "đôi cánh của một con ong và những chim ruồi là tương tự nhau"
a	01220882	0	0.5	tương_đồng#1 đồng_đẳng#1	tương tự ở nguồn gốc tiến hóa nhưng không phải chức năng; "cặp song sinh tương đồng"
a	01222884	0	0.875	không_trung_thực#1	lừa đảo hoặc gian lận; xử lý để gian lận hoặc lừa gạt hoặc lừa dối; "những trò lừa lọc đê tiện"
a	01232298	0	0.75	không_thể giải_khuây#1 không nguôi_ngoai#1	buồn quá đến mức không thểan ủi; không có khả năng an ủi, "không nguôi ngoai khi con trai bà qua đời"
a	01241065	0	0.5	đứng#3	 (chất lỏng) không di chuyển hoặc chảy; "muỗi sinh sản trong nước đứng"
a	01243825	0.5	0	hiếu_khách#2	Cư xử với khách và những người xa lạ bằng lòng thân mật và hào phóng, "một người đàn ông tốt bụng và hiếu khách", "một hành động hiếu khách", "lời mời hiếu khách"
a	01245138	0.25	0.75	có ác_cảm#2 gây ác_cảm#2 đối_lập#2	đặc trưng bởi sự đối kháng hoặc ác cảm, "nô lệ có ác cảm với ông chủ của họ", "các bè phái đối lập trong đảng"
a	01264179	0	0.625	tàn_nhẫn#2	thiếu sự tử tế và lòng nhân đạo; "Ông là một người tàn nhẫn"
a	01263445	0.125	0.5	hung_bạo#1 vũ_phu#1 thú_tính#3	giống như một con thú, cho thấy sự thiếu nhạy cảm của con người; "mong muốn bẩn thỉu", "có tính chất thú tính", "bạo lực"; "một người đàn ông ngu si đần độn và bạo tàn", "đối xử tàn bạo với tù nhân"
a	01265308	0.5	0	đáng cười#1 tức_cười#2 hài_hước#1 vui#2	kích động hoặc gây cười, "một bộ phim thú vị"; " một đồng nghiệp hài hước "," một cái mũ tức cười "," một cái nhìn hài hước bất ngờ "," câu chuyện hài hước đã làm cho tất cả mọi người cười "," một nhà văn rất khôi hài "," nó đã có chuyện vui nếu nó đã không làm tổn thương quá nhiều " ; "một kinh nghiệm vui vẻ"
a	01272397	0.625	0	nhận_dạng được#1	có khả năng được xác định; "nhân chứng nhận dạng được tên sát nhân"
a	01273143	0	0.5	vô_định#1	không xác định; "nhìn ra khoảng xa vô định"
a	01272176	0	0.625	ung_dung#1	không vội vàng tất bật, "thong thả đi bộ quanh dãy nhà", "với một tốc độ ung dung (hay nhàn nhã)"
a	01273033	0.625	0	có_thể định rõ#1	có khả năng được chỉ định ra; "khiếu nại có thể định rõ"
a	01274261	0.125	0.625	khiếm#1	yếu trong sức mạnh, chất lượng, hoặc hữu ích; "người khiếm thị"
a	01274945	0	0.5	suy_yếu#1 hỏng_hóc#1 giảm_sút#1	kết quả của sự làm giảm; "Căn bệnh đã làm cơ thể cô ấy suy yếu"
a	01746605	0.625	0	có_thể cảm_thấy#1	có khả năng là cảm nhận của giác quan tâm hay, "một cảm quan khập khiễng", "dễ dàng cảm quan", "cảm quan thay đổi hành vi"
a	01746995	0.625	0	đáng chú_ý#2	có khả năng bị phát hiện; "sau sự tạm dừng đáng chú ý, các giảng viên vẫn tiếp tục"
a	01747195	0.625	0	có_thể nhận_thấy rõ#2	có khả năng được nhận thức rõ ràng, "một bài luận với một ý nghĩa đó không phải là luôn luôn có thể nhận thấy rõ"
a	01747996	0.5	0	nhận_biết#1	dễ dàng cảm nhận; dễ dàng để trở thành nhận thức, "tình hình căng thẳng này tạo ra các triệu chứng dễ nhận biết"
a	01747849	0.5	0	có_thể_quan_sát#1	có khả năng được nhận thức đặc biệt bằng mắt hoặc nghe; "có thể quan sát được qua sương mù"
a	01746292	0	0.75	mù_quáng#2	không thể hoặc không muốn nhận thức hoặc hiểu, "lỗi lầm mù quáng của người yêu", "hậu quả của những hành động mù quáng của họ"
a	01748716	0.25	0.625	khó sờ_thấy#3	không thể cảm nhận khi chạm vào, "xung khó sờ thấy"
a	01749320	0.625	0	hoàn_hảo#1	hoàn toàn tốt và không có khiếm khuyết hay thiếu sót, "một vòng tròn hoàn hảo", "một sao chép hoàn hảo", "hạnh phúc hoàn hảo", "cách cư xử hoàn hảo", "một mẫu hoàn hảo" , "một ngày hoàn hảo"
a	01750073	0.625	0	trọn_vẹn#13	không có các lỗ hổng hay các khuyết tật hoặc tạp chất, "một viên kim cương hoàn hảo sáng sủa", "làn da sáng sủa của một phụ nữ trẻ khỏe mạnh"
a	01751201	0.75	0	lý_tưởng#1	phù hợp với một tiêu chuẩn tối hậu của sự hoàn hảo hay xuất sắc, thể hiện một lý tưởng; "anh ta mong ước tìm được người yêu lý tưởng"
a	01752167	0.125	0.75	không hoàn_hảo#1	không hoàn hảo; lỗi hoặc không đầy đủ; "chỉ có một sự hiểu biết không hoàn hảo của các trách nhiệm của mình", "những con người không hoàn hảo", "hệ thống thoát nước ở đây là không hoàn hảo"
a	01752953	0	0.5	lỗi#1	có một khiếm khuyết; "Tôi quay trở lại các thiết bị bởi vì nó đã bị lỗi"
a	01753249	0	0.625	bất_thường#5	thấp dưới tiêu chuẩn của nhà sản xuất "loại vải bất thường"
a	01753652	0.625	0	phân hủy_sinh_học#1	có khả năng bị phân hủy bởi vi khuẩn như: "một chất tẩy rửa phân hủy sinh học"
a	01754421	0	0.625	thường_trực#1 kéo_dài#1	tiếp tục hoặc lâu dài mà không thay đổi đáng kể tình trạng hay điều kiện hoặc nơi; "thư ký thường trực Tổng thống", "địa chỉ thường trú", "văn học có giá trị vĩnh viễn"
a	01761871	0.5	0	được_chấp_nhận#1	xứng đáng được thừa nhận, "bằng chứng  được chấp nhận"
a	01775420	0	0.75	cách_âm#1	không thể có hoặc không bị xuyên thủng bởi âm thanh, "một căn phòng cách âm"
a	01774869	0.125	0.625	kháng#3	không bị ảnh hưởng; "kháng với tác động của nhiệt", "kháng với thuyết phục"
a	01782717	0	0.625	bất_tín#3 vô_thần#1	không tín thần; "họ theo đạo vô thần"
a	01782519	0.25	0.5	không tín_ngưỡng#1	thiếu đạo đức hay tôn kính đối với một thần; "anh ta và gia đình anh ấy không tín ngưỡng"
a	01784401	0	0.625	ngoại_đạo#1	không thừa nhận Thiên Chúa của Kitô giáo và Do Thái giáo và Hồi giáo; "Những người ngoại đạo thì làm sao mà hiểu"
a	01784830	0.625	0	dễ an_ủi#1	dễ dàng bình tĩnh hay bình tâm lại; "Cháu nó là người dễ an ủi"
a	01785783	0.125	0.625	gay_gắt#1	không có khả năng được giảm thiểu; "những lời buộc tội nghiêm khắc và gay gắt"
a	01785180	0.	0.675	không_đội_trời chung#1	không có khả năng được hòa giải; là "kẻ thù không đội trời chung"
a	01800764	0.625	0	đẹp#2	 (thời tiết) rất thú vị; "một ngày đẹp"
a	01800169	0	0.5	không thuyết_phục#2 không_thể tin#2 không_thể_xảy_ra#2	có một xác suất quá thấp để tạo niềm tin; "Xin lỗi, nhưng những lý luận của anh hoàn toàn không thuyết phục"
a	01805889	0.125	0.75	không hài_lòng#1	có biểu hiện bất bình; "tôi không hài lòng với thái độ của nó"
a	01805730	0.5	0	vui_mừng#1	rất vui vì được như mong muốn; "vui mừng trước chiến thắng"
a	01805801	0.5	0	hài_lòng#1	đã nhận được những gì mong muốn; "Tôi hài lòng trước những thành quả đã đạt được"
a	01805064	0	0.75	mất_lòng#3	gây khó chịu, "sự thật mất lòng"
a	01804906	0	0.875	bạc_bẽo#2	khó chịu, "Tôi sẽ không thực hiện công việc bạc bẽo như so sánh các trường hợp thất bại" Abraham Lincoln
a	01806992	0.375	0.5	cau_mày#1	cho thấy không hài lòng hoặc giận dữ; "cô ta cau mày khó chịu"
a	01807799	0.875	0	duyên_dáng#1	làm hài lòng, "ưu đãi với cách cư xử duyên dáng", "một ngôi nhà nhỏ duyên dáng", "một nhân cách quyến rũ"
a	01808227	0.875	0	tuyệt_vời#1 thần kì#1	rất hài lòng, "một kỳ nghỉ tuyệt vời"
a	01807605	0.875	0	đáng ngưỡng_mộ#2	truyền cảm giác ngưỡng mộ hoặc phê duyệt; "hai trong số rất nhiều phẩm chất đáng ngưỡng mộ của cô là sự rộng lượng và vẻ đẹp thanh lịch"
a	01807964	0.75	0	thú_vị#1	rất hài lòng hay cảm thấy được giải trí, "một bất ngờ thú vị", "bộ phim hài là thú vị", "một trò đùa thú vị"
a	01808671	0.875	0	ngọt_ngào#4	khiến các giác quan cảm thấy dễ chịu; "những bài hát ngọt ngào của chim sơn ca", "bộ mặt ngọt ngào của một đứa trẻ"
a	01813081	0	0.75	thô#8	chưa tôi luyện và chưa tinh chế, "khoáng sản thô", "vẻ đẹp thô"
a	01813920	0.5	0	khôn_ngoan#2	khéo léo trong quản lý, "một chính khách sắc sảo và khôn ngoan"
a	01814085	0.125	0.625	thất_sách#1	không chính trị, "một cách tiếp cận thất sách đến một vấn đề nhạy cảm"
a	01817908	0.75	0.125	lạc_quan#2	hy vọng tốt nhất, "một quan điểm lạc quan"
a	01819692	0.625	0.125	dương#9	lớn hơn số không, "số dương"
a	01821266	0.5	0	có_thể#1	có khả năng xảy ra hoặc hiện tại, "một bước đột phá có thể có vào năm tới", "bất cứ điều gì có thể", "cảnh báo về hậu quả có thể"
a	01823574	0	0.75	không_thể thực_hiện#1 không khả_thi#1	không có khả năng được thực hiện hoặc đưa vào thực hiện; "việc trục vớt tàu chìm đắm đã chứng minh là không thể thực hiện vì sự mong manh của nó", "một cuộc cải cách đề nghị là không khả thi trong hoàn cảnh hiện hành "
a	01824081	0	0.625	không_thể làm#1 thể hoàn tác#1 không_thể đạt được#1	không thể đạt được, "một mục tiêu không thể đạt được"
a	01829652	0.5	0	cao_thế#1	bị hoặc có khả năng hoạt động với điện áp tương đối cao, "dây điện cao thế"
a	01828836	0.5	0	công_suất cao#2	(sử dụng kính hiển vi) có khả năng phóng đại cao, "một kính hiển vi công suất cao"
a	01889819	0.125	0.375	tự_cao#1 tự_phụ#2 kiêu_ngạo#1	có hoặc hiển thị cảm xúc của ra tầm quan trọng không có cơ sở của niềm tự hào hách dịch, "một quan chức ngạo mạn", "ngạo mạn tuyên bố", "vẻ tự phụ như một con công"
a	01842001	0	0.625	không_thể đoán_trước#1	không có khả năng được báo trước; "thời tiết này đúng là không thể đoán trước"
a	01842304	0.125	0.625	quái_đản#1 thất_thường#1	thay đổi, "một làn gió mùa hè thất thường", "thời tiết quái đản"
a	01847672	0.125	0.625	vắng_mặt#1	không có mặt; "Không được vắng mặt trong buổi họp đầu năm"
a	01848701	0.5	0	gây chú_ý#2	đánh dấu bằng sự phô trương nhưng thường vô vị, "một vòng đeo tay giá rẻ bằng đá giả sặc sỡ", "một nửa trang quảng cáo gây chú ý"
a	01871774	0.75	0	sinh_lợi#2 lời_lãi#1	tạo ra lợi nhuận lớn, "một doanh nghiệp sinh lợi"
a	01880071	0.75	0	chính_đáng#2	thích hợp hoặc hợp pháp; "Những nhu cầu chính đáng"
a	01875227	0	0.5	nông_cạn#3	thiếu chiều sâu của trí tuệ hay kiến thức, có liên quan chỉ với những gì là hiển nhiên, "người nông cạn", "lập luận của ông dường như rất nông cạn và tẻ nhạt"
a	01883106	0.125	0.675	điềm_báo#2 điềm gở#2	lời tiên tri đáng ngại; "2012 là một điềm báo đáng ngại"
a	01880918	0.125	0.75	không thuận_tiện#1 không hợp lễ#1 vô_duyên#1 không lịch_sự#2 không đứng_đắn#1	không đúng tiêu chuẩn được chấp nhận của những gì là đúng hoặc phù hợp trong xã hội lịch sự, "đã được chôn với sự vội vàng không đứng đắn" , "hành vi không lịch sự", "ngôn ngữ không thích hợp cho một phụ nữ", "không hợp lệ để sử dụng những hành vi thô tục", "di chuyển để hạn chế sự không thuận tiện với lời lẽ thô lỗ của họ"
a	01885866	0.625	0	bảo_vệ#1	 (sử dụng đặc biệt là máy móc) được bảo vệ bởi lá chắn để ngăn ngừa chấn thương; "hệ thống bảo vệ của tòa nhà"
a	01883226	0	0.5	báo_trước#1 cảnh_báo#1	cảnh báo về bất hạnh trong tương lai; "Hãy nghe lời cảnh báo của đôi mắt"
a	01884930	0	0.75	được bảo_vệ#1	được giữ an toàn hoặc bảo vệ khỏi nguy hiểm hay thương tích hay thiệt hại; "tại chỗ được bảo vệ tốt nhất mà tôi có thể tìm thấy"
a	01892433	0.5	0.125	quá tự_hào#1	kiêu ngạo; "đừng quá tự hào vì những gì mình đã có"
a	01893510	0.75	0	khiêm_tốn#6 nhu_mì#1	khiêm tốn trong tinh thần hoặc tính cách; cho thấy sự hòa nhã hoặc dễ bảo thậm chí sợ hãi, "hiền lành và nhu mì"
a	01899360	0.25	0.625	thiếu thận_trọng#1	không thận trọng hay khôn ngoan, "sự thiếu thận trọng của mẹ cô khuyến khích cô trong những ý tưởng ngớ ngẩn lãng mạn", "sẽ là thiếu thận trọng cho một người không biết gì về kinh tế khi nói về các chi tiết của chính sách kinh tế" AMSchlesinger
a	01902313	0	0.625	không_được giáo_dục#2	không chịu sửa chữa, kỷ luật; "để cho con lớn lên mà không được giáo dục"
a	01904596	0	0.625	vô_giáo_dục#2	giống kém hoặc hỗn hợp, "một con chó vô giáo dục"
a	01905377	0	0.625	không trong_sạch#2	 (sử dụng của người hoặc hành vi) vô đạo đức hoặc khiêu dâm, "tư tưởng không trong sạch"
a	01907103	0.125	0.875	không pha_trộn#1 không bị trộn_lẫn#1	chưa pha trộn với các yếu tố không liên quan; "nước thô (nước lã)", "rượu nguyên chất", "không phải là một phước lành không pha trộn"
a	01911415	0	0.625	không đủ_tiêu_chuẩn#2	không đáp ứng các tiêu chuẩn thích hợp và các yêu cầu và đào tạo; "Em ấy không đủ tiêu chuẩn để qua kì thi"
a	01913089	0	0.625	vô_kỷ_luật#1	không có kỷ luật; "một tài năng vô kỷ luật"
a	01913642	0.125	0.5	bị biến_đổi#2	thay đổi hoặc làm cho thay đổi thành khác trước ; "sắc mặt của nó bị biến đổi"
a	01915745	0.625	0	định_lượng được#1	có khả năng được định lượng; "Số dữ liệu này có thể định lượng được"
a	01914521	0.5	0	chất_lượng#1	liên quan đến phân biệt dựa trên phẩm chất, "thay đổi về chất", "chất lượng dữ liệu", "chất lượng phân tích xác định thành phần hóa học của một chất hoặc hỗn hợp"
a	01925242	0.5	0	chủ_tâm#1	có hoặc hiển thị hoặc hành động với một mục đích, thiết kế, "hành vi chủ tâm"
a	01925708	0.75	0	minh_mẫn#3	có khả năng suy nghĩ và thể hiện bản thân một cách rõ ràng và nhất quán; "một nhà tư tưởng sáng suốt", "cô ấy đã minh mẫn hơn so với trước khi bị tai nạn"
a	01926654	0	0.5	vô_lý#1	không dựa trên lý do hoặc chứng cứ; "hận thù vô lý", "đức tin mù quáng", "hoảng loạn vô lý"
a	01935744	0.25	0.25	huyền_thoại#2 truyền_thuyết#1	diễn ra trong huyền thoại hay truyền thuyết, "huyền thoại Paul Bunyan và con trâu xanh", "huyền thoại khai thác của Jesse James"
a	01941999	0	0.75	không thực_tế#1	không thực tế, "mong đợi không thực tế", "giá cao ở mức không thực tế"
a	01945010	0	0.5	không có cơ_sở#1 không_thể biện_minh#1	 (trong lý thuyết, vv) không có khả năng được bảo vệ hay biện minh; "Những lời buộc tội không có cơ sở"
a	01953467	0	0.75	chưa tinh_chế#1 chưa qua chế_biến#3	chưa tinh chế hoặc chế biến; "quặng chưa tinh chế", "dầu thô"
a	01953297	0.5	0.25	tinh#2	giải thoát khỏi các tạp chất bằng cách xử lý; "đường tinh luyện", "tinh dầu", "để mạ tinh chế vàng" Shakespeare
a	01956855	0	0.5	mất#5	không có khả năng thu hồi hoặc lấy lại; "mất danh dự"
a	01982646	0.875	0	uy_tín#1	có một danh tiếng tốt, "một doanh nghiệp có uy tín", "một nhà khoa học có uy tín", "một loại rượu có uy tín"
a	01982957	0.75	0	vinh_dự#1 quý#1	có một danh tiếng lẫy lừng, được tôn trọng, "nhà lãnh đạo đáng kính của chúng tôi", "một tác giả có uy tín"
a	01984097	0.25	0.625	không xứng_đáng#1	mất uy tín; đáng trách; "nhãn hiệu của ông đã không không xứng đáng ở tất cả các mặt"
a	01987093	0	0.75	thù_địch#3	không thể đưa vào hiệp định thân thiện, "các phe phái thù địch"
a	01995288	0	0.625	xúc_phạm#1	thể hiện sự khinh thường; "Tôi khinh!"
a	01997910	0	0.5	vô_trách_nhiệm#1	thể hiện sự thiếu quan tâm về hậu quả, "cư xử như một thằng ngốc vô trách nhiệm", "hành động vội vàng và thiếu trách nhiệm"
a	01999766	0	0.75	không phản_hồi#1	không đáp ứng với một số ảnh hưởng hoặc kích thích kinh tế; "Chính sách của ông ấy đã không phản hồi lại kết quả như ý"
a	01998535	0.125	0.5	vô_công rồi nghề#1	đặc trưng bởi không có khả năng hoặc không sẵn sàng để làm việc hướng tới mục tiêu một hoặc chịu trách nhiệm, "một chính phủ vô công rồi nghề"
a	02001596	0	0.625	bất_trị#1 không_thể kiềm_chế#1 không bị kiểm_soát#1 không bị ngăn_chặn#1	không hạn chế hoặc kiểm soát, "cơn giận dữ không kiềm chế", "một cơn giận không được kiểm soát", "cơn thịnh nộ bất trị"
a	02012504	0	0.5	bất_kính#1	hiện sự thiếu tôn trọng hay tôn kính do, "học giả bất kính chế giễu những điều thiêng liêng", "khách du lịch ồn ào bất kính"
a	02014611	0	0.625	không_được đánh_thức#1	không thức tỉnh hoặc kích hoạt; "cảm xúc không được đánh thức"
a	02015403	0	0.625	phản#2	đánh dấu bởi sự phản đối hoặc ác cảm với cách mạng; "tẩy chay cho khuynh hướng phản cách mạng của mình"
a	02025885	0	0.625	thuộc khu ổ_chuột#1	 (trong nhà ở, khu dân cư) mang tính đói nghèo; "khu ổ chuột của thị xã", "điều kiện khu ổ chuột"
a	02036934	0.75	0	thẳng_thắn#2 đứng_đắn#4	xuất sắc về đạo đức, "một người thực sự tốt", "một nguyên nhân đứng đắn", "một người đàn ông thẳng thắn và đáng kính"
a	02038891	0.5	0.125	thép#1 đanh_thép#1	cực kỳ mạnh mẽ, "một hiến pháp đanh thép"
a	02038994	0.5	0.25	mập_mạp#3 cứng_cỏi#1	có sức mạnh chắc chắn về thể chất; không sợ mệt mỏi hay khó khăn; "dũng cảm thám hiểm ở miền Bắc Canada", "cô ta rất tự hào về đứa con trai mạnh mẽ của mình"; "người thủy thủ mập mạp "," các vận động viên trẻ săn chắc "
a	02040049	0	0.625	yếu_đuối#1	thể chất yếu, "một cơ thể yếu đuối bất thường"
a	02086879	0	0.5	chưa mở#1	không được mở hoặc niêm phong; "chưa mở quà Giáng sinh"
a	02085898	0	0.625	vô_nguyên_tắc#1	mà không có kỷ luật hoặc nguyên tắc, "những nhà chính trị vô nguyên tắc sẽ bán ... đất nước của họ để đạt được quyền lực"
a	02086356	0	0.75	vô_lương_tâm#1	không có lương tâm; "Anh là đồ vô lương tâm"
a	02093888	0.5	0.25	an_toàn#2	không có các mối nguy hiểm hoặc rủi ro; "tài sản của ông đã được an toàn", "làm một nơi an toàn cho mình trong lĩnh vực của mình"
a	02094514	0.75	0	bảo_đảm#1	bảo đảm không để thất bại, "một công thức bảo đảm cho bánh phồng pho mát"
a	02095037	0	0.75	run#3 bấp_bênh#3	không an toàn bao vây với những khó khăn, "một cuộc hôn nhân bấp bênh"
a	02096213	0	0.5	tháo#1	không phải đóng hoặc bảo đảm; "cửa xe đã được tháo", "tháo dây an toàn"
a	02096923	0.625	0	bảo_hiểm#1	có khả năng được bảo hiểm hoặc đủ điều kiện để được bảo hiểm; "Anh ta được bảo hiểm trong mọi lần tai nạn"
a	02100566	0.625	0	cấp_trên#6 hạng_sang#1	có một thứ hạng cao hơn, "viên chức cao cấp"
a	02099651	0.5	0	chia_sẻ#1	cách không ích kỷ sẵn sàng chia sẻ với người khác, "một người bạn ấm áp và chia sẻ"
a	02102796	0	0.5	vô_cảm#1	không có khả năng cảm giác thể chất, "vô cảm với nỗi đau", "trái đất vô cảm"
a	02103052	0.125	0.75	gây_mê#2	đặc trưng bởi bất tỉnh nhân sự, "các cô gái trẻ đang ở trong một nhà nước sở hữu bị mù và điếc và bị gây mê", "một nhà nước bị gây mê"
a	02104277	0.5	0	kích_thích#3 dễ bị kích_thích#2	có khả năng đáp ứng với các kích thích; "Anh ta là người dễ bị kích thích"
a	01001689	0.625	0	màu_mỡ#1	giàu chất dinh dưỡng, thuận lợi cho cây trồng phát triển ; "đất đai màu mỡ"
a	01002055	0.5	0	dồi_dào#1	rất nhiều, đến mức cần bao nhiêu cũng có đủ ; "sức khỏe dồi dào"
a	01005675	0	0.625	chưa hoàn_thành#1	không đưa đến tình trạng cuối cùng mong muốn; "công việc chưa hoàn thành"
a	01006967	0	0.625	bị cạn_kiệt#2	có khả năng được sử dụng hết, có khả năng bị cạn kiệt; "Chúng tôi bị cạn kiệt nhiên liệu hóa thạch dự trữ"
a	01007258	0	0.625	hạn#7	quy định thời gian cho một công việc nào đó ; "hạn cho 3 ngày phải xong"
a	01007354	0.125	0.5	vô_hạn#1	không có giới hạn hay ranh giới trong thời gian hay không gian hoặc mức độ hay cường độ; "sự ngây thơ vô hạn của con người", "sự giàu có vô hạn"
a	01016874	0.5	0	phân_hạch#1	vỡ ra, thường thành hai mảnh lớn; "một phân hạch nucleous", "vật liệu phân hạch"
a	01017161	0	0.75	phù_hợp với#3	chất và tinh thần âm thanh hoặc khỏe mạnh; "cảm thấy thoải mái và phù hợp sau khi kỳ nghỉ của họ", "giữ cho phù hợp với chế độ ăn uống và tập thể dục"
a	01017738	0.75	0.25	không thích_hợp#2	không ở trong tình trạng thể chất hoặc tinh thần tốt, trong điều kiện;"áo xanh không thích hợp với quần đỏ"
a	01019283	0	0.75	tàn_tật#1 khuyết_tật#1	không có khả năng hoạt động như một hệ quả của chấn thương hay bệnh tật; "những em bé khuyết tật rất đáng thương"
a	01040544	0.125	0.5	dai_dẳng#2 ám_ảnh#1	liên tục theo định kỳ để tâm; "ký ức ám ảnh", "cơ quan các nhà thờ và những tiếng nói xa xôi có một vẻ đẹp ám ảnh" Claudia Cassidy
a	01041481	0	0.75	không_hề khoan_nhượng#1	không muốn hoặc không thể tha thứ hoặc hiện lòng thương xót; "một người phụ nữ không hề khoan nhượng cho lỗi lầm của chồng"
a	01048587	0.5	0	ngẫu_nhiên#2	tình cờ sinh ra, xảy ra chứ không phải do những nguyên nhân bên trong quyết định ; "sự trùng hợp ngẫu nhiên"
a	01050088	0	0.75	định_mệnh#3	số mệnh của con người, do một lực lượng huyền bí định sẵn, không thể cưỡng lại được, theo quan niệm duy tâm ; "cưỡng lại định mệnh"
a	01052248	0.5	0	thơm#1	mùi dễ chịu; "quả thị thật thơm"
a	01053634	0	0.75	mùi_hôi_thối#2	có mùi hôi, thối và bẩn ; "một mùi hôi thối bốc lên trong bếp";
a	01053915	0	0.875	mốc#2	có mốc làm cho bẩn hoặc kém phẩm chất ; "gạo mốc"
a	01054367	0	0.75	hôi#1	có mùi khó ngửi như mùi bọ xít, chuột chù ; "người hôi như cú"
a	01054630	0	0.7	mùi_thối#1	có mùi khó ngửi như mùi phân tươi hoặc mùi xác chết lâu ngày ; "có mùi thối sau bếp"
a	01054630	0	0.7	thối#1	có mùi khó ngửi như mùi phân tươi hoặc mùi xác chết lâu ngày ; "có mùi thối sau bếp"
a	01056802	0.75	0	mùi dễ_chịu#1	cảm giác dễ ngửi, thoái mái ;"mùi hoa hồng là mùi dễ chịu"
a	01058756	0	0.625	ràng_buộc#3	đặt trong tình thế có những điều bắt buộc phải làm, trong quan hệ với người khác, khiến cho hành động mất tự do; "người phụ nữ ngày xưa bị lễ giáo ràng buộc"
a	01060785	0.125	0.625	không cố_định#1	không chắc chắn được đặt hoặc thiết lập hoặc gắn chặt; "cái bàn không cố định"
a	01063958	0	0.625	không bị cản_trở#2	không được tổ chức trong kiểm tra hoặc chịu sự kiểm soát; "không bị cản trở phổ biến tin tức", "điều này sẽ cung cấp cho người da đen có cơ hội để sống không bị cản trở bởi phân biệt chủng tộc"
a	01064167	0.5	0	không hạn_chế#2	miễn phí các hạn chế về việc thực hiện; "Tôi đã không bị hạn chế truy cập"
a	01064286	0	0.75	không tự_do#2	bị cản trở và không thể hành động theo ý muốn; "tôi không thích cuộc sống không tự do"
a	01067193	0	0.625	không thường_xuyên#1	không xảy ra đều đặn, có lịch trình trong khoảng thời gian ngắn; "nó đi làm không thường xuyên"
a	01069283	0	0.75	hư_hỏng#2	hỏng, không dùng được nữa ; "thịt xấu", "cô con gái hư hỏng"
a	01071198	0.625	0	tươi#5	không đóng hộp hoặc bảo quản cách khác; "rau tươi"
a	01075178	0.625	0	vui_tính#1	có tính luôn luôn vui vẻ, hay gây cười ; " một chủ nhà vui tính "
a	01076435	0.625	0	láng_giềng#1	thể hiện quan hệ thân thiết, người ở nhà bên cạnh, trong quan hệ với nhau ; "hàng xóm láng giềng"
a	01076793	0	0.75	không thân_thiện#2	không đối xử hòa nhã với bạn bè hoặc thân thiện; "họ là những người không thân thiện"
